blast_hit_id	contig_orf_id	genome	strand	genome_start	genome_stop
NZ_CP119422.1_4035	NZ_CP119422.1_4788955-4799508:._7	NZ_CP119422.1	1	4793954	4794508
NZ_CP119422.1_4785	NZ_CP119422.1_5694152-5704711:._10	NZ_CP119422.1	-1	5699151	5699711
NZ_CP072211.1_66	NZ_CP072211.1_51838-62433:._6	NZ_CP072211.1	-1	56837	57433
NC_018743.1_18	NC_018743.1_17897-28507:._5	NC_018743.1	1	22896	23507
NZ_CM148636.1_1969	NZ_CM148636.1_2123055-2133650:._6	NZ_CM148636.1	1	2128054	2128650
NZ_CP033929.1_1645	NZ_CP033929.1_1742755-1753359:._6	NZ_CP033929.1	-1	1747754	1748359
NC_014230.1_846	NC_014230.1_965027-975640:._10	NC_014230.1	-1	970026	970640
NZ_CP050063.1_4011	NZ_CP050063.1_5052396-5062973:._5	NZ_CP050063.1	-1	5057395	5057973
NZ_CP050063.1_5039	NZ_CP050063.1_6370496-6381115:._7	NZ_CP050063.1	-1	6375495	6376115
NZ_CP072339.1_1083	NZ_CP072339.1_1316605-1328361:._6	NZ_CP072339.1	1	1321604	1323361
NZ_OY997410.1_933	NZ_OY997410.1_1109465-1119655:._7	NZ_OY997410.1	1	1114464	1114655
NZ_OY997410.1_2128	NZ_OY997410.1_2540106-2550287:._6	NZ_OY997410.1	-1	2545105	2545287
NC_015144.1_1990	NC_015144.1_2100312-2110919:._5	NC_015144.1	1	2105311	2105919
NZ_CP081919.1_25	NZ_CP081919.1_13891-24483:._7	NZ_CP081919.1	1	18890	19483
NZ_CP139137.1_3723	NZ_CP139137.1_4120948-4131552:._4	NZ_CP139137.1	-1	4125947	4126552
NZ_CP159476.1_3559	NZ_CP159476.1_3963034-3973641:._6	NZ_CP159476.1	1	3968033	3968641
NZ_CP036556.1_11	NZ_CP036556.1_1-10022:._11	NZ_CP036556.1	-1	4429	5022
NZ_CP020104.1_6049	NZ_CP020104.1_7258622-7269187:._7	NZ_CP020104.1	1	7263621	7264187
NZ_CP072256.1_46	NZ_CP072256.1_33946-44538:._7	NZ_CP072256.1	1	38945	39538
NZ_AP019726.1_101	NZ_AP019726.1_81904-92499:._6	NZ_AP019726.1	-1	86903	87499
NZ_OZ257252.1_1794	NZ_OZ257252.1_2008577-2019169:._5	NZ_OZ257252.1	1	2013576	2014169
NZ_OZ257252.1_2600	NZ_OZ257252.1_3003352-3013911:._5	NZ_OZ257252.1	1	3008351	3008911
NZ_CP065589.1_4697	NZ_CP065589.1_4744455-4755017:._7	NZ_CP065589.1	1	4749454	4750017
NZ_LR215967.1_3003	NZ_LR215967.1_3265938-3276497:._6	NZ_LR215967.1	-1	3270937	3271497
NZ_CP034173.1_1083	NZ_CP034173.1_1138126-1148700:._4	NZ_CP034173.1	1	1143125	1143700
NZ_CP073240.1_28	NZ_CP073240.1_22748-33310:._6	NZ_CP073240.1	1	27747	28310
NZ_CP131534.1_2732	NZ_CP131534.1_3163299-3173894:._6	NZ_CP131534.1	-1	3168298	3168894
NZ_LT906459.1_3027	NZ_LT906459.1_3554432-3565048:._6	NZ_LT906459.1	-1	3559431	3560048
NZ_CM143117.1_26	NZ_CM143117.1_19262-29899:._4	NZ_CM143117.1	-1	24261	24899
NZ_CP037921.1_128	NZ_CP037921.1_118503-129116:._5	NZ_CP037921.1	1	123502	124116
NZ_OZ409839.1_291	NZ_OZ409839.1_326389-336990:._7	NZ_OZ409839.1	-1	331388	331990
NZ_CP111121.1_2321	NZ_CP111121.1_2399092-2409696:._8	NZ_CP111121.1	-1	2404091	2404696
NZ_CP111121.1_4688	NZ_CP111121.1_4947174-4957778:._4	NZ_CP111121.1	1	4952173	4952778
NZ_CP103142.1_68	NZ_CP103142.1_50344-60936:._13	NZ_CP103142.1	-1	55343	55936
NZ_CP133672.1_29	NZ_CP133672.1_35799-46355:._5	NZ_CP133672.1	-1	40798	41355
NZ_OX596083.1_2011	NZ_OX596083.1_2220108-2230706:._5	NZ_OX596083.1	1	2225107	2225706
NZ_OX579588.1_1148	NZ_OX579588.1_1236768-1247390:._11	NZ_OX579588.1	-1	1241767	1242390
NZ_CP077754.1_1561	NZ_CP077754.1_1712170-1722807:._4	NZ_CP077754.1	-1	1717169	1717807
NZ_AP027044.1_6	NZ_AP027044.1_1-9179:._6	NZ_AP027044.1	1	3535	4179
NZ_CP198980.1_1218	NZ_CP198980.1_1327920-1338557:._5	NZ_CP198980.1	-1	1332919	1333557
NZ_CP095413.1_4591	NZ_CP095413.1_5460829-5471271:._6	NZ_CP095413.1	1	5465828	5466271
NZ_CP095061.1_466	NZ_CP095061.1_546517-557088:._8	NZ_CP095061.1	-1	551516	552088
NZ_CP095070.1_101	NZ_CP095070.1_93803-104413:._5	NZ_CP095070.1	-1	98802	99413
NZ_CP072225.1_57	NZ_CP072225.1_43770-54362:._7	NZ_CP072225.1	1	48769	49362
NZ_CP092371.1_13	NZ_CP092371.1_10906-21471:._5	NZ_CP092371.1	-1	15905	16471
NZ_CP147988.1_151	NZ_CP147988.1_142083-152681:._10	NZ_CP147988.1	1	147082	147681
NZ_CP072364.1_55	NZ_CP072364.1_68924-79300:._7	NZ_CP072364.1	1	73923	74300
NZ_CP114285.2_1622	NZ_CP114285.2_2034346-2044935:._8	NZ_CP114285.2	1	2039345	2039935
NZ_CP036547.1_7	NZ_CP036547.1_5524-14930:._5	NZ_CP036547.1	-1	9930	10523
NZ_CP117880.1_461	NZ_CP117880.1_596108-606379:._4	NZ_CP117880.1	-1	601107	601379
NZ_CP117880.1_2580	NZ_CP117880.1_3051631-3062205:._8	NZ_CP117880.1	-1	3056630	3057205
NZ_CP114291.2_1402	NZ_CP114291.2_1703538-1714145:._4	NZ_CP114291.2	-1	1708537	1709145
NZ_CP059732.1_7323	NZ_CP059732.1_8769055-8779602:._5	NZ_CP059732.1	-1	8774054	8774602
NZ_CP121110.1_2206	NZ_CP121110.1_2169661-2180256:._4	NZ_CP121110.1	-1	2174660	2175256
NZ_CP041231.1_46	NZ_CP041231.1_28399-38991:._12	NZ_CP041231.1	-1	33398	33991
NZ_CM143123.1_4	NZ_CM143123.1_1-9276:._4	NZ_CM143123.1	1	3638	4276
NZ_CP072214.1_65	NZ_CP072214.1_51842-62437:._5	NZ_CP072214.1	1	53285	53476
NZ_CP072215.1_57	NZ_CP072215.1_43945-54537:._9	NZ_CP072215.1	-1	49609	50556
NZ_CP023402.1_2492	NZ_CP023402.1_2692148-2702740:._7	NZ_CP023402.1	1	2697147	2697740
NZ_CP081921.1_16	NZ_CP081921.1_7444-18036:._10	NZ_CP081921.1	-1	12443	13036
NZ_CP152355.1_11	NZ_CP152355.1_5086-14492:._5	NZ_CP152355.1	1	9492	10085
NZ_CP045613.1_28	NZ_CP045613.1_16258-26850:._9	NZ_CP045613.1	-1	21257	21850
NZ_CP125998.1_31	NZ_CP125998.1_20809-31371:._9	NZ_CP125998.1	1	25808	26371
NZ_CP177162.1_178	NZ_CP177162.1_207753-218357:._6	NZ_CP177162.1	1	212752	213357
NZ_CP147519.1_246	NZ_CP147519.1_306556-317139:._6	NZ_CP147519.1	-1	311555	312139
NZ_CP015067.2_2811	NZ_CP015067.2_3107290-3117846:._5	NZ_CP015067.2	1	3112289	3112846
NZ_CP077751.1_1550	NZ_CP077751.1_1700941-1711578:._4	NZ_CP077751.1	-1	1705940	1706578
NZ_CM148691.1_2173	NZ_CM148691.1_2392532-2403127:._8	NZ_CM148691.1	-1	2397531	2398127
NZ_CM148644.1_1904	NZ_CM148644.1_2122378-2132973:._4	NZ_CM148644.1	1	2127377	2127973
NZ_CP135989.1_1589	NZ_CP135989.1_1706394-1716983:._7	NZ_CP135989.1	1	1711393	1711983
NZ_CP192719.1_422	NZ_CP192719.1_483286-494961:._5	NZ_CP192719.1	1	488285	489961
NZ_CP196751.1_25	NZ_CP196751.1_37266-47864:._5	NZ_CP196751.1	-1	42265	42864
NZ_CP119421.1_389	NZ_CP119421.1_435009-445568:._4	NZ_CP119421.1	1	440008	440568
NZ_CP119421.1_4157	NZ_CP119421.1_5019560-5030119:._4	NZ_CP119421.1	1	5024559	5025119
NZ_CP146517.1_1449	NZ_CP146517.1_1634569-1644945:._5	NZ_CP146517.1	1	1639568	1639945
NZ_CP071550.1_1927	NZ_CP071550.1_2125019-2135659:._5	NZ_CP071550.1	1	2130018	2130659
NZ_CP116008.1_362	NZ_CP116008.1_388998-399602:._10	NZ_CP116008.1	-1	393997	394602
NZ_CP116008.1_1879	NZ_CP116008.1_2079178-2089746:._4	NZ_CP116008.1	-1	2084177	2084746
NZ_CP104203.1_3094	NZ_CP104203.1_3298143-3308708:._5	NZ_CP104203.1	1	3303142	3303708
NZ_CP193656.1_3122	NZ_CP193656.1_3635614-3646293:._8	NZ_CP193656.1	-1	3640613	3641293
NZ_CP118631.1_3908	NZ_CP118631.1_4648428-4659014:._7	NZ_CP118631.1	-1	4653427	4654014
NZ_CP066883.1_3499	NZ_CP066883.1_3742481-3753091:._6	NZ_CP066883.1	1	3747480	3748091
NZ_CP023010.2_125	NZ_CP023010.2_126289-136926:._5	NZ_CP023010.2	-1	131288	131926
NZ_CP115859.1_449	NZ_CP115859.1_474741-485300:._6	NZ_CP115859.1	1	479740	480300
NZ_CP182581.1_3915	NZ_CP182581.1_4402594-4413114:._5	NZ_CP182581.1	1	4407593	4408114
NZ_CP094669.1_3042	NZ_CP094669.1_3816073-3826653:._7	NZ_CP094669.1	1	3821072	3821653
NZ_CP094675.1_11	NZ_CP094675.1_7755-18323:._6	NZ_CP094675.1	1	12754	13323
NZ_CP050995.1_2795	NZ_CP050995.1_3127917-3138476:._5	NZ_CP050995.1	1	3132916	3133476
NZ_CP025096.1_7202	NZ_CP025096.1_8554097-8564680:._6	NZ_CP025096.1	1	8559096	8559680
NZ_CP115636.1_1897	NZ_CP115636.1_2090523-2101085:._5	NZ_CP115636.1	1	2095522	2096085
NZ_CP006587.1_4083	NZ_CP006587.1_4757826-4767977:._8	NZ_CP006587.1	-1	4762825	4762977
NZ_CP006587.1_4143	NZ_CP006587.1_4827107-4837720:._5	NZ_CP006587.1	1	4832106	4832720
NZ_CP014805.2_2812	NZ_CP014805.2_3107290-3117846:._5	NZ_CP014805.2	1	3112289	3112846
NZ_CP085529.1_447	NZ_CP085529.1_500099-510658:._6	NZ_CP085529.1	1	505098	505658
NZ_CP072228.1_65	NZ_CP072228.1_51839-62434:._6	NZ_CP072228.1	-1	56838	57434
NZ_CP072241.1_65	NZ_CP072241.1_51837-62432:._6	NZ_CP072241.1	-1	56836	57432
NZ_CP198981.1_3538	NZ_CP198981.1_3845293-3855930:._5	NZ_CP198981.1	1	3850292	3850930
NZ_CP012937.1_4153	NZ_CP012937.1_5202558-5214371:._8	NZ_CP012937.1	1	5207557	5209371
NZ_CP072245.1_71	NZ_CP072245.1_55835-66430:._6	NZ_CP072245.1	-1	60834	61430
NZ_CP141186.1_46	NZ_CP141186.1_35393-45964:._9	NZ_CP141186.1	-1	40392	40964
NZ_CP197400.1_1022	NZ_CP197400.1_1166464-1177041:._7	NZ_CP197400.1	1	1171463	1172041
NZ_CP123860.1_5187	NZ_CP123860.1_6049507-6060096:._9	NZ_CP123860.1	1	6054506	6055096
NZ_CP103067.1_3024	NZ_CP103067.1_3539419-3551232:._7	NZ_CP103067.1	-1	3544418	3546232
NZ_CP048222.1_72	NZ_CP048222.1_66079-76653:._7	NZ_CP048222.1	1	71078	71653
NZ_CP048222.1_580	NZ_CP048222.1_624272-634840:._7	NZ_CP048222.1	1	629271	629840
NZ_CP032318.1_38	NZ_CP032318.1_36941-47167:._3	NZ_CP032318.1	1	41940	42167
NZ_CP023403.1_2492	NZ_CP023403.1_2692148-2702740:._7	NZ_CP023403.1	1	2697147	2697740
NZ_CP146522.1_25	NZ_CP146522.1_14016-24608:._9	NZ_CP146522.1	1	19015	19608
NZ_CP198979.1_298	NZ_CP198979.1_334542-345179:._5	NZ_CP198979.1	-1	339541	340179
NZ_CP125988.1_31	NZ_CP125988.1_20809-31371:._9	NZ_CP125988.1	1	25808	26371
NZ_CP039929.1_1210	NZ_CP039929.1_1273645-1284252:._6	NZ_CP039929.1	-1	1278644	1279252
NZ_CP081905.1_52	NZ_CP081905.1_30585-41180:._11	NZ_CP081905.1	1	35584	36180
NZ_CP049908.1_22	NZ_CP049908.1_18286-28899:._4	NZ_CP049908.1	1	23285	23899
NZ_CP049908.1_216	NZ_CP049908.1_225723-236333:._5	NZ_CP049908.1	1	230722	231333
NZ_CP063145.1_214	NZ_CP063145.1_230248-240813:._8	NZ_CP063145.1	1	235247	235813
NZ_CP016373.1_1186	NZ_CP016373.1_1241352-1251989:._5	NZ_CP016373.1	-1	1246351	1246989
NZ_CP011318.1_3171	NZ_CP011318.1_3761958-3772556:._4	NZ_CP011318.1	1	3766957	3767556
NZ_CP072342.1_349	NZ_CP072342.1_391022-401398:._6	NZ_CP072342.1	1	396021	396398
NZ_CP130738.1_396	NZ_CP130738.1_353416-363531:._7	NZ_CP130738.1	-1	358415	358531
NZ_AP026867.1_1	NZ_AP026867.1_1-5558:._1	NZ_AP026867.1	1	101	1510
NZ_CP033918.1_3009	NZ_CP033918.1_3313892-3324232:._8	NZ_CP033918.1	-1	3318891	3319232
NZ_CP083624.1_5	NZ_CP083624.1_1-6607:._5	NZ_CP083624.1	1	1335	1607
NZ_CP143953.1_11	NZ_CP143953.1_1-10201:._11	NZ_CP143953.1	1	4605	5201
NZ_CP053911.1_47	NZ_CP053911.1_48024-58688:._5	NZ_CP053911.1	-1	53023	53688
NZ_CP033922.1_2189	NZ_CP033922.1_2373170-2383738:._6	NZ_CP033922.1	1	2378169	2378738
NZ_CP089538.1_2080	NZ_CP089538.1_2526952-2537580:._5	NZ_CP089538.1	-1	2531951	2532580
NZ_CP089538.1_2137	NZ_CP089538.1_2571047-2581738:._6	NZ_CP089538.1	1	2576046	2576738
NZ_CP089538.1_2188	NZ_CP089538.1_2617236-2627807:._4	NZ_CP089538.1	1	2622235	2622807
NZ_CP073276.1_2464	NZ_CP073276.1_2893513-2903694:._6	NZ_CP073276.1	1	2898512	2898694
NZ_CP096247.1_802	NZ_CP096247.1_1006520-1017082:._5	NZ_CP096247.1	1	1011519	1012082
NZ_CP096247.1_804	NZ_CP096247.1_1006520-1017082:._7	NZ_CP096247.1	1	1013627	1014193
NC_013730.1_3615	NC_013730.1_4412465-4423030:._9	NC_013730.1	-1	4417464	4418030
NZ_CP044017.1_4	NZ_CP044017.1_1-9654:._4	NZ_CP044017.1	-1	4052	4654
NZ_AP029022.1_2397	NZ_AP029022.1_2742988-2753550:._9	NZ_AP029022.1	-1	2747987	2748550
NZ_CP033926.1_4156	NZ_CP033926.1_4536317-4546921:._7	NZ_CP033926.1	1	4541316	4541921
NZ_CP023404.1_2492	NZ_CP023404.1_2692148-2702740:._7	NZ_CP023404.1	1	2697147	2697740
NZ_CP069277.1_2736	NZ_CP069277.1_3007011-3017648:._5	NZ_CP069277.1	1	3012010	3012648
NZ_CP081907.1_71	NZ_CP081907.1_47128-57723:._11	NZ_CP081907.1	1	52127	52723
NZ_OZ409872.1_864	NZ_OZ409872.1_1033845-1044446:._8	NZ_OZ409872.1	1	1038844	1039446
NC_010830.1_96	NC_010830.1_107438-117994:._5	NC_010830.1	1	112437	112994
NZ_CP030851.1_38	NZ_CP030851.1_33300-43901:._5	NZ_CP030851.1	-1	38299	38901
NZ_CP030854.1_24	NZ_CP030854.1_26986-37599:._5	NZ_CP030854.1	-1	31985	32599
NZ_CP030855.1_7	NZ_CP030855.1_6097-16716:._4	NZ_CP030855.1	1	11096	11716
NZ_CP192720.1_989	NZ_CP192720.1_1244432-1254811:._6	NZ_CP192720.1	1	1249431	1249811
NZ_OX030782.1_4031	NZ_OX030782.1_4641479-4652074:._7	NZ_OX030782.1	1	4646478	4647074
NZ_CP176634.1_955	NZ_CP176634.1_1094783-1106443:._4	NZ_CP176634.1	-1	1099782	1101443
NC_018721.1_2207	NC_018721.1_2552203-2562816:._9	NC_018721.1	1	2557202	2557816
NZ_CP022986.1_839	NZ_CP022986.1_896566-907170:._8	NZ_CP022986.1	-1	901565	902170
NZ_CP182860.1_2470	NZ_CP182860.1_3198816-3209453:._6	NZ_CP182860.1	-1	3203815	3204453
NZ_JBQSUP010000001.1_8	NZ_JBQSUP010000001.1_5071-14507:._6	NZ_JBQSUP010000001.1	1	9507	10070
NC_006873.1_1	NC_006873.1_1-5722:._1	NC_006873.1	1	129	722
NZ_CP120354.1_30	NZ_CP120354.1_19280-29884:._6	NZ_CP120354.1	-1	24279	24884
NZ_CP120354.1_51	NZ_CP120354.1_48892-59487:._5	NZ_CP120354.1	-1	53891	54487
NZ_CM143116.1_2358	NZ_CM143116.1_2524405-2535042:._5	NZ_CM143116.1	1	2529404	2530042
NZ_CM148693.1_3034	NZ_CM148693.1_3315541-3326103:._9	NZ_CM148693.1	-1	3320540	3321103
NZ_CP015066.2_2815	NZ_CP015066.2_3107290-3117846:._5	NZ_CP015066.2	1	3112289	3112846
NZ_AP042451.1_1962	NZ_AP042451.1_2405721-2415902:._6	NZ_AP042451.1	-1	2410720	2410902
NZ_CP094932.1_9	NZ_CP094932.1_1506-12110:._8	NZ_CP094932.1	-1	6505	7110
NZ_OX596084.1_1586	NZ_OX596084.1_1719772-1730409:._4	NZ_OX596084.1	-1	1724771	1725409
NZ_OX596081.1_1366	NZ_OX596081.1_1428450-1439087:._5	NZ_OX596081.1	1	1433449	1434087
