NZ_CP072215.1_43945-54537:._4	411ae5a1aabd3b3b949d0766147c6498	291	Pfam	PF04055	Radical SAM superfamily	27	186	6.3E-14	T	13-04-2026	IPR007197	Radical SAM	-	-
NZ_CP033918.1_3313892-3324232:._7	aea7f4d572b6630a7eec001609ccef50	89	Pfam	PF02796	Helix-turn-helix domain of resolvase	43	87	5.8E-4	T	13-04-2026	IPR006120	Resolvase, HTH domain	-	-
NZ_CP102938.1_14230-24825:._8	e6cfe003e73e91f9e258a8734a173ec6	338	Pfam	PF00535	Glycosyl transferase family 2	6	115	1.8E-15	T	13-04-2026	IPR001173	Glycosyltransferase 2-like	-	-
NZ_CP102938.1_14230-24825:._8	e6cfe003e73e91f9e258a8734a173ec6	338	CDD	cd04186	GT_2_like_c	6	223	2.17977E-48	T	13-04-2026	-	-	-	-
NZ_CM148686.1_2917064-2927656:._4	2aa7c4fd32e35f714b5b2690506e7ee1	197	Pfam	PF00239	Resolvase, N terminal domain	4	142	5.0E-21	T	13-04-2026	IPR006119	Resolvase, N-terminal catalytic domain	-	-
NZ_CM148686.1_2917064-2927656:._4	2aa7c4fd32e35f714b5b2690506e7ee1	197	CDD	cd03768	SR_ResInv	5	133	1.24749E-31	T	13-04-2026	-	-	-	-
NZ_OZ409872.1_1033845-1044446:._7	362f566764d59046a237c2d700989e0a	341	Pfam	PF06580	Histidine kinase	156	233	4.9E-12	T	13-04-2026	IPR010559	Signal transduction histidine kinase, internal region	-	-
NZ_CP072238.1_51863-62458:._9	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP143950.1_88416-99011:._9	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP069564.1_87419-98014:._8	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP072241.1_51837-62432:._9	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP143953.1_1-10201:._8	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP072245.1_55835-66430:._9	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP143942.1_80606-91201:._9	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP072228.1_51839-62434:._9	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP072233.1_55833-66428:._9	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP072211.1_51838-62433:._9	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP131534.1_3163299-3173894:._9	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP103120.1_40675-51270:._4	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP081905.1_30585-41180:._8	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP072253.1_51844-62439:._9	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP081907.1_47128-57723:._8	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP072219.1_51842-62437:._9	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP072230.1_55830-66425:._9	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP072223.1_86752-97347:._8	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_AP019726.1_81904-92499:._9	96a3e9210d3ee74cc33a0a6cdd28ae88	82	Pfam	PF04014	Antidote-toxin recognition MazE, bacterial antitoxin	7	45	0.036	T	13-04-2026	IPR007159	SpoVT-AbrB domain	-	-
NZ_CP159476.1_3963034-3973641:._2	e11c6c89bfd02eef355e591e0218f891	149	CDD	cd08071	MPN_DUF2466	28	144	3.4176E-41	T	13-04-2026	IPR025657	RadC-like JAB domain	-	-
NZ_CP159476.1_3963034-3973641:._2	e11c6c89bfd02eef355e591e0218f891	149	Pfam	PF04002	RadC-like JAB domain	25	148	9.7E-30	T	13-04-2026	IPR025657	RadC-like JAB domain	-	-
NZ_CP059973.1_3139427-3151240:._5	7dbfcce1683189e4185c0e39ff16ca25	604	CDD	cd00338	Ser_Recombinase	7	144	1.63934E-15	T	13-04-2026	-	-	-	-
NZ_CP059973.1_3139427-3151240:._5	7dbfcce1683189e4185c0e39ff16ca25	604	Pfam	PF07508	Recombinase	184	277	5.3E-8	T	13-04-2026	IPR011109	DNA-binding recombinase domain	-	-
NZ_CP059973.1_3139427-3151240:._5	7dbfcce1683189e4185c0e39ff16ca25	604	Pfam	PF00239	Resolvase, N terminal domain	4	147	5.7E-18	T	13-04-2026	IPR006119	Resolvase, N-terminal catalytic domain	-	-
NZ_CP012937.1_5202558-5214371:._8	7dbfcce1683189e4185c0e39ff16ca25	604	CDD	cd00338	Ser_Recombinase	7	144	1.63934E-15	T	13-04-2026	-	-	-	-
NZ_CP012937.1_5202558-5214371:._8	7dbfcce1683189e4185c0e39ff16ca25	604	Pfam	PF07508	Recombinase	184	277	5.3E-8	T	13-04-2026	IPR011109	DNA-binding recombinase domain	-	-
NZ_CP012937.1_5202558-5214371:._8	7dbfcce1683189e4185c0e39ff16ca25	604	Pfam	PF00239	Resolvase, N terminal domain	4	147	5.7E-18	T	13-04-2026	IPR006119	Resolvase, N-terminal catalytic domain	-	-
NZ_CP135989.1_1706394-1716983:._11	54c741581315effc3e75de4e203b786d	421	CDD	cd00610	OAT_like	3	418	1.01732E-129	T	13-04-2026	IPR005814	Aminotransferase class-III	-	-
NZ_CP135989.1_1706394-1716983:._11	54c741581315effc3e75de4e203b786d	421	Pfam	PF00202	Aminotransferase class-III	24	418	1.3E-98	T	13-04-2026	IPR005814	Aminotransferase class-III	-	-
NZ_AP042451.1_2405721-2415902:._3	c2c129422f915c8b8d10fd36353c4acb	302	Pfam	PF09697	Protein of unknown function (Porph_ging)	198	223	0.0062	T	13-04-2026	IPR005901	GLPGLI family protein	-	-
NZ_CP073276.1_2893513-2903694:._9	c2c129422f915c8b8d10fd36353c4acb	302	Pfam	PF09697	Protein of unknown function (Porph_ging)	198	223	0.0062	T	13-04-2026	IPR005901	GLPGLI family protein	-	-
NC_013730.1_4412465-4423030:._2	a6a1e39375d5797f3d0780620be3797e	114	Pfam	PF19762	Domain of unknown function (DUF6249)	10	108	1.8E-8	T	13-04-2026	IPR046216	Domain of unknown function DUF6249	-	-
NZ_CP056032.1_3024565-3035151:._2	0ccaf46fb618411244570e0f59cba746	854	Pfam	PF14905	Outer membrane protein beta-barrel family	403	812	1.9E-81	T	13-04-2026	IPR041700	Outer membrane protein beta-barrel domain 3	-	-
NZ_CP056032.1_3024565-3035151:._2	0ccaf46fb618411244570e0f59cba746	854	Pfam	PF13620	Carboxypeptidase regulatory-like domain	52	129	1.6E-10	T	13-04-2026	-	-	-	-
NZ_CP056032.1_3024565-3035151:._2	0ccaf46fb618411244570e0f59cba746	854	Pfam	PF07715	TonB-dependent Receptor Plug Domain	170	250	0.0041	T	13-04-2026	IPR012910	TonB-dependent receptor, plug domain	-	-
NZ_CP119604.1_57801-68393:._8	368bf7b445571d1a230a0fc9c224cd06	292	Pfam	PF13310	Virulence protein RhuM family	62	133	1.6E-21	T	13-04-2026	IPR011204	Virulence protein RhuM-like	-	-
NC_015703.1_4519906-4530483:._10	2f8fbede198759163e79bf93e84c2132	131	Pfam	PF04134	DCC1-like thiol-disulfide oxidoreductase	5	113	7.3E-30	T	13-04-2026	IPR007263	DCC1-like thiol-disulfide oxidoreductase family	-	-
NZ_CP044017.1_1-9654:._4	0932d4e38769dda51c72d61467dcb78d	200	Pfam	PF00239	Resolvase, N terminal domain	3	135	2.1E-40	T	13-04-2026	IPR006119	Resolvase, N-terminal catalytic domain	-	-
NZ_CP044017.1_1-9654:._4	0932d4e38769dda51c72d61467dcb78d	200	CDD	cd03768	SR_ResInv	2	126	1.12522E-55	T	13-04-2026	-	-	-	-
NZ_CP071530.1_2194749-2205311:._3	6a8960fd4bc8e3c874bbee97cc634200	349	CDD	cd00038	CAP_ED	173	279	9.73173E-8	T	13-04-2026	IPR000595	Cyclic nucleotide-binding domain	-	-
NZ_CP071530.1_2194749-2205311:._3	6a8960fd4bc8e3c874bbee97cc634200	349	Pfam	PF00027	Cyclic nucleotide-binding domain	191	279	0.0058	T	13-04-2026	IPR000595	Cyclic nucleotide-binding domain	-	-
NZ_CP071530.1_2194749-2205311:._3	6a8960fd4bc8e3c874bbee97cc634200	349	Pfam	PF17761	DUF1016 N-terminal domain	7	142	1.3E-31	T	13-04-2026	IPR041527	YhcG, N-terminal	-	-
NZ_CP095185.1_951427-961992:._6	935eed849397131b25f331e29e2f07d8	355	CDD	cd00093	HTH_XRE	4	61	2.52255E-11	T	13-04-2026	IPR001387	Cro/C1-type helix-turn-helix domain	-	-
NZ_CP095185.1_951427-961992:._6	935eed849397131b25f331e29e2f07d8	355	Pfam	PF01381	Helix-turn-helix	7	60	1.3E-7	T	13-04-2026	IPR001387	Cro/C1-type helix-turn-helix domain	-	-
NZ_CP095185.1_951427-961992:._6	935eed849397131b25f331e29e2f07d8	355	Pfam	PF06114	IrrE N-terminal-like domain	162	276	2.7E-11	T	13-04-2026	IPR010359	IrrE N-terminal-like domain	-	-
NZ_CP072339.1_1316605-1328361:._12	75bdef0e6e3a79173d044ea54a1854ab	149	Pfam	PF04002	RadC-like JAB domain	27	146	2.1E-33	T	13-04-2026	IPR025657	RadC-like JAB domain	-	-
NZ_CP072339.1_1316605-1328361:._12	75bdef0e6e3a79173d044ea54a1854ab	149	CDD	cd08071	MPN_DUF2466	28	143	7.38645E-49	T	13-04-2026	IPR025657	RadC-like JAB domain	-	-
NZ_CP029145.1_1157964-1168115:._6	e701b1913f358e518ec4ad1a25cdb9ce	81	Pfam	PF13384	Homeodomain-like domain	2	46	1.0E-6	T	13-04-2026	-	-	-	-
NZ_CP182581.1_4402594-4413114:._11	bb8bea0866c2ecdc7c7514063ceb0557	64	Pfam	PF00313	'Cold-shock' DNA-binding domain	3	62	6.4E-18	T	13-04-2026	IPR002059	Cold-shock protein, DNA-binding	-	-
NZ_CP182581.1_4402594-4413114:._11	bb8bea0866c2ecdc7c7514063ceb0557	64	CDD	cd04458	CSP_CDS	2	63	1.51064E-22	T	13-04-2026	IPR002059	Cold-shock protein, DNA-binding	-	-
NZ_OZ409824.1_5101300-5111901:._15	99d18b42e17ecc3a61ac3fb3866c2ade	291	Pfam	PF00248	Aldo/keto reductase family	2	271	1.5E-70	T	13-04-2026	IPR023210	NADP-dependent oxidoreductase domain	-	-
NZ_CP199727.1_3386737-3397341:._6	345a54038c09dcb62cdf8d8e1047d457	201	Pfam	PF00239	Resolvase, N terminal domain	3	135	1.2E-41	T	13-04-2026	IPR006119	Resolvase, N-terminal catalytic domain	-	-
NZ_CP199727.1_3386737-3397341:._6	345a54038c09dcb62cdf8d8e1047d457	201	CDD	cd03768	SR_ResInv	2	126	1.25949E-59	T	13-04-2026	-	-	-	-
NZ_CP152355.1_5086-14492:._7	945612ab341bc9a866a9d34218313258	385	Pfam	PF13463	Winged helix DNA-binding domain	307	362	0.2	T	13-04-2026	IPR000835	MarR-type HTH domain	-	-
NZ_OX596083.1_2220108-2230706:._2	b8269a93296f17400dc4a179a9ed9ba3	512	Pfam	PF07505	Protein of unknown function (DUF5131)	81	242	7.5E-11	T	13-04-2026	IPR011101	Protein of unknown function DUF5131	-	-
NZ_OX596083.1_2220108-2230706:._2	b8269a93296f17400dc4a179a9ed9ba3	512	Pfam	PF02195	ParB/Sulfiredoxin domain	286	337	0.0054	T	13-04-2026	IPR003115	ParB/Sulfiredoxin	-	-
NZ_CP025096.1_8554097-8564680:._1	d2da30e6b98f8358a6b34db6af3f8e49	205	Pfam	PF18565	Glycoside hydrolase family 2 C-terminal domain 5	99	201	8.0E-31	T	13-04-2026	IPR040605	Glycoside hydrolase family 2, domain 5	-	-
NZ_CP025096.1_8554097-8564680:._1	d2da30e6b98f8358a6b34db6af3f8e49	205	Pfam	PF16355	Domain of unknown function (DUF4982)	28	85	2.3E-10	T	13-04-2026	IPR032311	Domain of unknown function DUF4982	-	-
NZ_CP146517.1_1634569-1644945:._7	cadd10b11115575a63c900fc00b42eab	109	Pfam	PF01022	Bacterial regulatory protein, arsR family	23	68	1.3E-9	T	13-04-2026	IPR001845	HTH ArsR-type DNA-binding domain	-	-
NZ_CP146517.1_1634569-1644945:._7	cadd10b11115575a63c900fc00b42eab	109	CDD	cd00090	HTH_ARSR	17	78	1.38245E-15	T	13-04-2026	IPR011991	ArsR-like helix-turn-helix domain	-	-
NZ_CP032819.1_28358-38950:._9	72f217091b38e16f42358366ece091e5	249	Pfam	PF14268	YoaP-like	201	244	1.2E-6	T	13-04-2026	IPR025685	YoaP-like domain	-	-
NZ_CP032819.1_28358-38950:._9	72f217091b38e16f42358366ece091e5	249	Pfam	PF00583	Acetyltransferase (GNAT) family	64	109	0.21	T	13-04-2026	IPR000182	GNAT domain	-	-
NZ_CP094531.1_39741-50303:._11	e2575ed60b20840e72c87f9a215ab67c	300	Pfam	PF13280	WYL domain	122	292	3.5E-19	T	13-04-2026	IPR026881	WYL domain	-	-
NZ_OY997410.1_1109465-1119655:._3	f77f73db3130ae921a82d0b4cd97b419	323	Pfam	PF00877	NlpC/P60 family	184	301	3.4E-17	T	13-04-2026	IPR000064	Endopeptidase, NLPC/P60 domain	-	-
NZ_OY997410.1_1109465-1119655:._3	f77f73db3130ae921a82d0b4cd97b419	323	Pfam	PF18348	Bacterial dipeptidyl-peptidase Sh3 domain	42	83	2.5E-8	T	13-04-2026	IPR041382	Bacterial dipeptidyl-peptidase SH3 domain	-	-
NZ_CP081921.1_7444-18036:._1	7b0cf8658a9fc0d67ebf3cdc0eb7e911	230	Pfam	PF01051	Initiator Replication protein, WH1	47	215	6.3E-11	T	13-04-2026	IPR000525	Initiator Rep protein, WH1 domain	-	-
NZ_CP119422.1_4788955-4799508:._10	2b605cef5dcf01f458c44aa6cde6343f	430	CDD	cd17525	RMtype1_S_Eco15ORF14057P-TRD1-CR1_like	232	422	1.08598E-88	T	13-04-2026	-	-	-	-
NZ_CP119422.1_4788955-4799508:._10	2b605cef5dcf01f458c44aa6cde6343f	430	Pfam	PF01420	Type I restriction modification DNA specificity domain	18	198	4.5E-4	T	13-04-2026	IPR000055	Type I restriction modification DNA specificity domain	-	-
NZ_CP119422.1_4788955-4799508:._10	2b605cef5dcf01f458c44aa6cde6343f	430	Pfam	PF01420	Type I restriction modification DNA specificity domain	231	408	2.9E-9	T	13-04-2026	IPR000055	Type I restriction modification DNA specificity domain	-	-
NZ_CP072364.1_68924-79300:._1	6648c451d0ac0a580055414a502d4f6e	264	CDD	cd01029	TOPRIM_primases	236	259	0.00216864	T	13-04-2026	IPR034154	Archaeal primase DnaG/twinkle-like, TOPRIM domain	-	-
NZ_CP030854.1_26986-37599:._8	996dd4c7db76a89f0435c301f5308568	589	Pfam	PF13860	FlgD Ig-like domain	527	576	0.003	T	13-04-2026	IPR025965	FlgD/Vpr, Ig-like domain	-	-
NZ_CP016374.1_1840671-1851227:._8	a01fb8ca6f9abe1d990da4c9d2f31db2	215	Pfam	PF02810	SEC-C motif	172	188	0.31	T	13-04-2026	IPR004027	SEC-C motif	-	-
NZ_CP081299.1_7408552-7419153:._8	8b9dd2557c322657befdadec09ed2413	109	Pfam	PF12840	Helix-turn-helix domain	23	71	1.2E-5	T	13-04-2026	-	-	-	-
NZ_CP081299.1_7408552-7419153:._8	8b9dd2557c322657befdadec09ed2413	109	CDD	cd00090	HTH_ARSR	20	85	7.86967E-15	T	13-04-2026	IPR011991	ArsR-like helix-turn-helix domain	-	-
NZ_CP197400.1_1166464-1177041:._12	937abb296e72b1f99dd0cc1c0eafed89	173	Pfam	PF03703	Bacterial PH domain	78	140	2.8E-5	T	13-04-2026	IPR005182	YdbS-like, PH domain	-	-
NZ_CP037921.1_118503-129116:._4	769e45cddb6137da7cdcfc9560779d7f	301	Pfam	PF02397	Bacterial sugar transferase	120	285	8.2E-49	T	13-04-2026	IPR003362	Bacterial sugar transferase	-	-
NZ_OZ257252.1_3003352-3013911:._4	71f3d20798450f2c218850a38d4d9cf6	570	Pfam	PF05139	Erythromycin esterase	250	561	2.4E-44	T	13-04-2026	IPR007815	Erythromycin esterase	-	-
NZ_OZ257252.1_3003352-3013911:._4	71f3d20798450f2c218850a38d4d9cf6	570	CDD	cd14728	Ere-like	220	561	3.70596E-83	T	13-04-2026	IPR007815	Erythromycin esterase	-	-
NZ_OZ245806.1_1584225-1594832:._11	187d9d146559c5fed3ec2ebebf87a8a6	454	Pfam	PF01235	Sodium:alanine symporter family	55	452	1.1E-109	T	13-04-2026	IPR001463	Sodium:alanine symporter	-	-
NZ_LR134404.1_997179-1007786:._2	70b06ef35501269218190d79c8dfe181	343	Pfam	PF08843	Nucleotidyl transferase AbiEii toxin, Type IV TA system	48	320	5.4E-37	T	13-04-2026	IPR014942	Nucleotidyl transferase AbiEii toxin, Type IV TA system	-	-
NC_015144.1_2100312-2110919:._7	70b06ef35501269218190d79c8dfe181	343	Pfam	PF08843	Nucleotidyl transferase AbiEii toxin, Type IV TA system	48	320	5.4E-37	T	13-04-2026	IPR014942	Nucleotidyl transferase AbiEii toxin, Type IV TA system	-	-
NZ_CP139137.1_4120948-4131552:._4	1c97bae00faa85e8a56ba5167aa6b7af	201	CDD	cd03768	SR_ResInv	2	126	1.60684E-58	T	13-04-2026	-	-	-	-
NZ_CP139137.1_4120948-4131552:._4	1c97bae00faa85e8a56ba5167aa6b7af	201	Pfam	PF00239	Resolvase, N terminal domain	3	135	3.2E-41	T	13-04-2026	IPR006119	Resolvase, N-terminal catalytic domain	-	-
NZ_CP033922.1_2373170-2383738:._4	58473cf99e207648219f771d97d438f4	275	Pfam	PF00582	Universal stress protein family	1	139	7.8E-10	T	13-04-2026	IPR006016	UspA	-	-
NZ_CP033922.1_2373170-2383738:._4	58473cf99e207648219f771d97d438f4	275	CDD	cd00293	USP_Like	3	138	2.85098E-13	T	13-04-2026	-	-	-	-
NZ_CP029145.1_1157964-1168115:._3	c538b57d8c43194eaaca6af687f0bd1c	245	Pfam	PF00665	Integrase core domain	72	171	9.7E-17	T	13-04-2026	IPR001584	Integrase, catalytic core	-	-
NC_015164.1_34583-45172:._3	f303e537ed15352ba809cf28c2d4796c	634	Pfam	PF13476	AAA domain	6	198	4.6E-6	T	13-04-2026	IPR038729	Rad50/SbcC-type AAA domain	-	-
NZ_AP026867.1_1-5558:._1	2f0b3ad470becb9a13677f2b76dd4f16	469	CDD	cd00009	AAA	164	289	1.40956E-12	T	13-04-2026	-	-	-	-
NZ_AP026867.1_1-5558:._1	2f0b3ad470becb9a13677f2b76dd4f16	469	Pfam	PF11638	DnaA N-terminal domain	7	68	6.1E-16	T	13-04-2026	IPR024633	DnaA N-terminal domain	-	-
NZ_AP026867.1_1-5558:._1	2f0b3ad470becb9a13677f2b76dd4f16	469	Pfam	PF00308	Bacterial dnaA  protein	130	346	4.5E-79	T	13-04-2026	IPR013317	Chromosomal replication initiator protein DnaA	-	-
