# macsyfinder 2.1.6  (using MacSyLib 1.0.4 )
# models : defense-finder-models-2.0.2
# /gpfs/alpine1/scratch/sandersen@xsede.org/RADS_Bacteroidota_Slurm/RADS/.pixi/envs/defensefinder/bin/macsyfinder --db-type unordered --sequence-db results/efb0058_bacteroidota_withbinom_slurm/contig_orfs/all_contigs.faa --models defense-finder-models all --out-dir /tmp/defense-finder --coverage-profile 0.1 --w 4
# Likely Systems found:

# This replicon contains genetic materials needed for system defense-finder-models/RM/RM/RM_Type_IIG

replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_wholeness	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	used_in
all_contigs	NC_015144.1_2100312-2110919:._1	RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed	1366	defense-finder-models/RM/RM/RM_Type_IIG	all_contigs_RM_Type_IIG_57	0.333	RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed	mandatory	968	1.3e-123	412.000	0.837	0.989	9	965	all_contigs_RM_Type_IIG_2_58
all_contigs	NZ_CP114291.2_1703538-1714145:._6	RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed	1884	defense-finder-models/RM/RM/RM_Type_IIG	all_contigs_RM_Type_IIG_57	0.333	RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed	mandatory	1236	1.2e-154	514.600	0.991	0.974	30	1233	all_contigs_RM_Type_IIG_2_58

# This replicon contains genetic materials needed for system defense-finder-models/DefenseFinder/SanaTA/SanaTA

replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_wholeness	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	used_in
all_contigs	NZ_LR134404.1_997179-1007786:._3	SanaTA__SanaA	11	defense-finder-models/DefenseFinder/SanaTA/SanaTA	all_contigs_SanaTA_75	1.000	SanaTA__SanaA	mandatory	201	6.5e-17	59.700	0.963	0.632	3	129	
all_contigs	NC_015144.1_2100312-2110919:._6	SanaTA__SanaA	1371	defense-finder-models/DefenseFinder/SanaTA/SanaTA	all_contigs_SanaTA_75	1.000	SanaTA__SanaA	mandatory	201	6.5e-17	59.700	0.963	0.632	3	129	
all_contigs	NZ_CP034173.1_1138126-1148700:._12	SanaTA__SanaA	1550	defense-finder-models/DefenseFinder/SanaTA/SanaTA	all_contigs_SanaTA_75	1.000	SanaTA__SanaA	mandatory	240	7.2e-05	20.700	0.866	0.471	12	124	
all_contigs	NZ_CP120354.1_48892-59487:._3	SanaTA__SanaA	3083	defense-finder-models/DefenseFinder/SanaTA/SanaTA	all_contigs_SanaTA_75	1.000	SanaTA__SanaA	mandatory	197	6.5e-10	37.000	0.933	0.619	7	128	
all_contigs	NZ_LR134404.1_997179-1007786:._2	SanaTA__SanaT_1	10	defense-finder-models/DefenseFinder/SanaTA/SanaTA	all_contigs_SanaTA_75	1.000	SanaTA__SanaT_1	mandatory	344	2.4e-105	350.500	0.901	0.968	4	336	
all_contigs	NZ_CP146526.1_6816-17408:._13	SanaTA__SanaT_1	225	defense-finder-models/DefenseFinder/SanaTA/SanaTA	all_contigs_SanaTA_75	1.000	SanaTA__SanaT_1	mandatory	267	9.1e-67	223.600	0.692	0.989	1	264	
all_contigs	NC_015144.1_2100312-2110919:._7	SanaTA__SanaT_1	1372	defense-finder-models/DefenseFinder/SanaTA/SanaTA	all_contigs_SanaTA_75	1.000	SanaTA__SanaT_1	mandatory	344	2.4e-105	350.500	0.901	0.968	4	336	
all_contigs	NZ_CP034173.1_1138126-1148700:._13	SanaTA__SanaT_1	1551	defense-finder-models/DefenseFinder/SanaTA/SanaTA	all_contigs_SanaTA_75	1.000	SanaTA__SanaT_1	mandatory	98	5.8e-37	125.500	0.280	0.980	1	96	
all_contigs	NZ_CP044017.1_1-9654:._6	SanaTA__SanaT_1	2852	defense-finder-models/DefenseFinder/SanaTA/SanaTA	all_contigs_SanaTA_75	1.000	SanaTA__SanaT_1	mandatory	318	5.5e-57	191.400	0.865	0.978	6	316	
all_contigs	NZ_CP120354.1_48892-59487:._4	SanaTA__SanaT_1	3084	defense-finder-models/DefenseFinder/SanaTA/SanaTA	all_contigs_SanaTA_75	1.000	SanaTA__SanaT_1	mandatory	112	1.9e-37	127.100	0.283	0.920	1	103	

# This replicon contains genetic materials needed for system defense-finder-models/RM/RM/RM_Type_II

replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_wholeness	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	used_in
all_contigs	NZ_LR134404.1_997179-1007786:._7	RM_Type_II__Type_II_MTases_FAM_14	15	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_MTases_FAM_0	mandatory	120	6.2e-06	22.500	0.195	0.875	6	110	
all_contigs	NC_015144.1_2100312-2110919:._2	RM_Type_II__Type_II_MTases_FAM_14	1367	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_MTases_FAM_0	mandatory	120	6.2e-06	22.500	0.195	0.875	6	110	
all_contigs	NZ_OZ260103.1_4084383-4094978:._4	RM_Type_II__Type_II_MTases_FAM_2	437	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_MTases_FAM_0	mandatory	351	1.7e-116	386.500	0.978	0.917	25	346	
all_contigs	NZ_CP114291.2_1703538-1714145:._5	RM_Type_II__Type_II_MTases_FAM_31	1883	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_MTases_FAM_0	mandatory	297	1.7e-12	44.100	0.474	0.929	14	289	
all_contigs	NZ_CP065589.1_4744455-4755017:._8	RM_Type_II__Type_II_MTases_FAM_4	1524	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_MTases_FAM_0	mandatory	279	1.5e-76	254.800	0.982	0.968	8	277	
all_contigs	NZ_CM148647.1_2391999-2402636:._2	RM_Type_II__Type_II_MTases_FAM_40	179	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_MTases_FAM_0	mandatory	256	2.8e-05	20.700	0.301	0.469	29	148	
all_contigs	NZ_CM148689.1_3656431-3667026:._11	RM_Type_II__Type_II_MTases_FAM_40	466	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_MTases_FAM_0	mandatory	256	3.2e-05	20.600	0.301	0.469	29	148	
all_contigs	NZ_CP119422.1_4788955-4799508:._3	RM_Type_II__Type_II_MTases_FAM_6	1215	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_MTases_FAM_0	mandatory	259	2.7e-11	40.400	0.270	0.602	62	217	
all_contigs	NZ_CP011318.1_3761958-3772556:._1	RM_Type_II__Type_II_REase25	2664	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_REase01	mandatory	124	5.9e-19	66.700	0.306	0.952	6	123	
all_contigs	NZ_OZ260103.1_4084383-4094978:._5	RM_Type_II__Type_II_REase27	438	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_REase01	mandatory	362	9.1e-39	132.200	0.855	0.997	1	361	
all_contigs	NZ_CP023401.1_2656649-2667241:._1	RM_Type_II__Type_II_REase34	623	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_REase01	mandatory	203	2.9e-22	76.900	0.229	0.798	3	164	
all_contigs	NZ_CP023402.1_2692148-2702740:._1	RM_Type_II__Type_II_REase34	1979	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_REase01	mandatory	203	2.9e-22	76.900	0.229	0.798	3	164	
all_contigs	NZ_CP023403.1_2692148-2702740:._1	RM_Type_II__Type_II_REase34	2552	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_REase01	mandatory	203	2.9e-22	76.900	0.229	0.798	3	164	
all_contigs	NZ_CP023404.1_2692148-2702740:._1	RM_Type_II__Type_II_REase34	2883	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_REase01	mandatory	203	2.9e-22	76.900	0.229	0.798	3	164	
all_contigs	NZ_CP121110.1_2169661-2180256:._1	RM_Type_II__Type_II_REase38	1898	defense-finder-models/RM/RM/RM_Type_II	all_contigs_RM_Type_II_56	1.000	RM_Type_II__Type_II_REase01	mandatory	443	4e-44	148.600	0.620	0.980	6	439	

# This replicon contains genetic materials needed for system defense-finder-models/RM/RM/RM_Type_IIG_2

replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_wholeness	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	used_in
all_contigs	NZ_LR134404.1_997179-1007786:._8	RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed	16	defense-finder-models/RM/RM/RM_Type_IIG_2	all_contigs_RM_Type_IIG_2_58	0.333	RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed	mandatory	969	1.3e-123	412.000	0.837	0.988	10	966	all_contigs_RM_Type_IIG_57
all_contigs	NC_015164.1_34583-45172:._4	RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed	1275	defense-finder-models/RM/RM/RM_Type_IIG_2	all_contigs_RM_Type_IIG_2_58	0.333	RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed	mandatory	1145	3.3e-105	351.000	0.800	0.831	113	1064	all_contigs_RM_Type_IIG_57
all_contigs	NC_015144.1_2100312-2110919:._1	RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed	1366	defense-finder-models/RM/RM/RM_Type_IIG_2	all_contigs_RM_Type_IIG_2_58	0.333	RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed	mandatory	968	1.3e-123	412.000	0.837	0.989	9	965	all_contigs_RM_Type_IIG_57
all_contigs	NZ_CP114291.2_1703538-1714145:._6	RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed	1884	defense-finder-models/RM/RM/RM_Type_IIG_2	all_contigs_RM_Type_IIG_2_58	0.333	RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed	mandatory	1236	1.2e-154	514.600	0.991	0.974	30	1233	all_contigs_RM_Type_IIG_57

# This replicon contains genetic materials needed for system defense-finder-models/RM/PrrC/PrrC

replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_wholeness	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	used_in
all_contigs	NZ_CP110003.1_1-5567:._3	PrrC__EcoprrI	306	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	PrrC__EcoprrI	mandatory	516	3.2e-157	522.200	0.958	0.996	1	514	
all_contigs	NZ_CP037428.1_20809-31371:._12	PrrC__EcoprrI	1211	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	PrrC__EcoprrI	mandatory	819	4.3e-17	60.400	0.736	0.397	52	376	
all_contigs	NZ_CP092371.1_10906-21471:._3	PrrC__EcoprrI	1788	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	PrrC__EcoprrI	mandatory	516	3.2e-157	522.200	0.958	0.996	1	514	
all_contigs	NZ_CP125998.1_20809-31371:._12	PrrC__EcoprrI	2040	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	PrrC__EcoprrI	mandatory	819	4.3e-17	60.400	0.736	0.397	52	376	
all_contigs	NZ_CP125988.1_20809-31371:._12	PrrC__EcoprrI	2599	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	PrrC__EcoprrI	mandatory	819	4.3e-17	60.400	0.736	0.397	52	376	
all_contigs	NZ_CP171010.1_321704-332272:._5	RM__Type_I_MTases_FAM_0	33	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	PrrC__EcoprrI	mandatory	562	1.7e-173	575.700	0.990	0.982	7	558	all_contigs_RM_Type_I_55
all_contigs	NZ_CM148647.1_2723775-2734409:._8	RM__Type_I_MTases_FAM_0	198	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	PrrC__EcoprrI	mandatory	510	1.5e-167	556.100	0.996	0.996	1	508	all_contigs_RM_Type_I_55
all_contigs	NZ_CP087585.1_3158408-3169009:._1	RM__Type_I_MTases_FAM_0	424	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	PrrC__EcoprrI	mandatory	382	4.9e-123	409.300	0.715	1.000	1	382	all_contigs_RM_Type_I_55
all_contigs	NZ_CP172273.1_2772056-2782690:._8	RM__Type_I_MTases_FAM_0	919	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	PrrC__EcoprrI	mandatory	510	1.5e-167	556.100	0.996	0.996	1	508	all_contigs_RM_Type_I_55
all_contigs	NZ_CM148639.1_2745888-2756492:._14	RM__Type_I_MTases_FAM_0	1048	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	PrrC__EcoprrI	mandatory	510	1.5e-167	556.100	0.996	0.996	1	508	all_contigs_RM_Type_I_55
all_contigs	NZ_CP119422.1_4788955-4799508:._9	RM__Type_I_MTases_FAM_0	1221	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	PrrC__EcoprrI	mandatory	967	3.9e-145	482.200	0.842	0.943	52	963	all_contigs_RM_Type_I_55
all_contigs	NZ_CP110003.1_1-5567:._5	RM__Type_I_REases_FAM_0.einsi_trimmed	308	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	436	3.9e-144	479.800	0.399	0.933	30	436	all_contigs_RM_Type_I_55
all_contigs	NZ_CP092371.1_10906-21471:._1	RM__Type_I_REases_FAM_0.einsi_trimmed	1786	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	436	3.9e-144	479.800	0.399	0.933	30	436	all_contigs_RM_Type_I_55
all_contigs	NZ_CP039929.1_1273645-1284252:._8	RM__Type_I_REases_FAM_0.einsi_trimmed	2608	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1002	1.6e-143	477.800	0.445	0.472	2	474	all_contigs_RM_Type_I_55
all_contigs	NZ_CP118631.1_4648428-4659014:._8	RM__Type_I_REases_FAM_2.einsi_trimmed	2229	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	932	3.2e-200	665.200	0.976	0.992	5	929	all_contigs_RM_Type_I_55
all_contigs	NZ_CP110003.1_1-5567:._4	RM__Type_I_S_01	307	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_S_01	mandatory	393	2e-60	202.500	0.588	0.987	1	388	all_contigs_RM_Type_I_55
all_contigs	NZ_CP092371.1_10906-21471:._2	RM__Type_I_S_01	1787	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_S_01	mandatory	393	2e-60	202.500	0.588	0.987	1	388	all_contigs_RM_Type_I_55
all_contigs	NZ_CP118631.1_4648428-4659014:._9	RM__Type_I_S_01	2230	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_S_01	mandatory	622	5.1e-68	227.600	0.788	0.963	5	603	all_contigs_RM_Type_I_55
all_contigs	NZ_CP171010.1_321704-332272:._2	RM__Type_I_S_06	30	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_S_01	mandatory	413	1.9e-64	215.900	0.739	0.990	3	411	all_contigs_RM_Type_I_55
all_contigs	NZ_CM148647.1_2723775-2734409:._7	RM__Type_I_S_51	197	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_S_01	mandatory	190	8.7e-25	84.600	0.360	0.911	7	179	all_contigs_RM_Type_I_55
all_contigs	NZ_CM148647.1_2723775-2734409:._11	RM__Type_I_S_51	201	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_S_01	mandatory	239	1.8e-42	142.900	0.466	0.916	7	225	all_contigs_RM_Type_I_55
all_contigs	NZ_CP172273.1_2772056-2782690:._7	RM__Type_I_S_51	918	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_S_01	mandatory	190	8.7e-25	84.600	0.360	0.911	7	179	all_contigs_RM_Type_I_55
all_contigs	NZ_CP172273.1_2772056-2782690:._11	RM__Type_I_S_51	922	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_S_01	mandatory	239	1.8e-42	142.900	0.466	0.916	7	225	all_contigs_RM_Type_I_55
all_contigs	NZ_CM148639.1_2745888-2756492:._13	RM__Type_I_S_51	1047	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_S_01	mandatory	190	8.7e-25	84.600	0.360	0.911	7	179	all_contigs_RM_Type_I_55
all_contigs	NZ_CP119422.1_4788955-4799508:._10	RM__Type_I_S_51	1222	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_S_01	mandatory	431	9.5e-93	308.700	0.834	0.979	8	429	all_contigs_RM_Type_I_55
all_contigs	NZ_CP054141.1_36662-47269:._11	RM__Type_I_S_52	815	defense-finder-models/RM/PrrC/PrrC	all_contigs_PrrC_53	0.750	RM__Type_I_S_01	mandatory	476	5.7e-37	125.300	0.587	0.809	62	446	all_contigs_RM_Type_I_55

# This replicon contains genetic materials needed for system defense-finder-models/RM/RM/RM_Type_I

replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_wholeness	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	used_in
all_contigs	NZ_CP171010.1_321704-332272:._5	RM__Type_I_MTases_FAM_0	33	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_MTases_FAM_0	mandatory	562	1.7e-173	575.700	0.990	0.982	7	558	all_contigs_PrrC_53
all_contigs	NZ_CM148647.1_2723775-2734409:._8	RM__Type_I_MTases_FAM_0	198	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_MTases_FAM_0	mandatory	510	1.5e-167	556.100	0.996	0.996	1	508	all_contigs_PrrC_53
all_contigs	NZ_CP087585.1_3158408-3169009:._1	RM__Type_I_MTases_FAM_0	424	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_MTases_FAM_0	mandatory	382	4.9e-123	409.300	0.715	1.000	1	382	all_contigs_PrrC_53
all_contigs	NZ_CP172273.1_2772056-2782690:._8	RM__Type_I_MTases_FAM_0	919	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_MTases_FAM_0	mandatory	510	1.5e-167	556.100	0.996	0.996	1	508	all_contigs_PrrC_53
all_contigs	NZ_CM148639.1_2745888-2756492:._14	RM__Type_I_MTases_FAM_0	1048	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_MTases_FAM_0	mandatory	510	1.5e-167	556.100	0.996	0.996	1	508	all_contigs_PrrC_53
all_contigs	NZ_CP119422.1_4788955-4799508:._9	RM__Type_I_MTases_FAM_0	1221	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_MTases_FAM_0	mandatory	967	3.9e-145	482.200	0.842	0.943	52	963	all_contigs_PrrC_53
all_contigs	NZ_CP110003.1_1-5567:._5	RM__Type_I_REases_FAM_0.einsi_trimmed	308	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	436	3.9e-144	479.800	0.399	0.933	30	436	all_contigs_PrrC_53
all_contigs	NZ_CP092371.1_10906-21471:._1	RM__Type_I_REases_FAM_0.einsi_trimmed	1786	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	436	3.9e-144	479.800	0.399	0.933	30	436	all_contigs_PrrC_53
all_contigs	NZ_CP039929.1_1273645-1284252:._8	RM__Type_I_REases_FAM_0.einsi_trimmed	2608	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1002	1.6e-143	477.800	0.445	0.472	2	474	all_contigs_PrrC_53
all_contigs	NZ_CP118631.1_4648428-4659014:._8	RM__Type_I_REases_FAM_2.einsi_trimmed	2229	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	932	3.2e-200	665.200	0.976	0.992	5	929	all_contigs_PrrC_53
all_contigs	NZ_CP110003.1_1-5567:._4	RM__Type_I_S_01	307	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_S_01	mandatory	393	2e-60	202.500	0.588	0.987	1	388	all_contigs_PrrC_53
all_contigs	NZ_CP092371.1_10906-21471:._2	RM__Type_I_S_01	1787	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_S_01	mandatory	393	2e-60	202.500	0.588	0.987	1	388	all_contigs_PrrC_53
all_contigs	NZ_CP118631.1_4648428-4659014:._9	RM__Type_I_S_01	2230	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_S_01	mandatory	622	5.1e-68	227.600	0.788	0.963	5	603	all_contigs_PrrC_53
all_contigs	NZ_CP171010.1_321704-332272:._2	RM__Type_I_S_06	30	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_S_01	mandatory	413	1.9e-64	215.900	0.739	0.990	3	411	all_contigs_PrrC_53
all_contigs	NZ_CM148647.1_2723775-2734409:._7	RM__Type_I_S_51	197	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_S_01	mandatory	190	8.7e-25	84.600	0.360	0.911	7	179	all_contigs_PrrC_53
all_contigs	NZ_CM148647.1_2723775-2734409:._11	RM__Type_I_S_51	201	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_S_01	mandatory	239	1.8e-42	142.900	0.466	0.916	7	225	all_contigs_PrrC_53
all_contigs	NZ_CP172273.1_2772056-2782690:._7	RM__Type_I_S_51	918	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_S_01	mandatory	190	8.7e-25	84.600	0.360	0.911	7	179	all_contigs_PrrC_53
all_contigs	NZ_CP172273.1_2772056-2782690:._11	RM__Type_I_S_51	922	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_55	1.000	RM__Type_I_S_01	mandatory	239	1.8e-42	142.900	0.466	0.916	7	225	all_contigs_PrrC_53
